"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Slco2a1",1229.04500880045,2.08815946386601,0.305543530779759,6.83424538080366,8.24378134445205e-12,9.78396553639974e-10
"Tmtc1",324.550778304286,-2.84337171935919,0.416048303539427,-6.83423461932163,8.24440014614547e-12,9.78396553639974e-10
"Tle1",915.762477329101,-0.944581145016054,0.138261536260814,-6.83184326285956,8.38304155775369e-12,9.87534623505675e-10
"Crabp2",767.659408519068,2.6611503079023,0.38958321891925,6.83076215470636,8.446467326159e-12,9.87743452791192e-10
"Cdh1",52.230230121899,4.50682592257257,0.661511481341028,6.81292169477732,9.56362044765498e-12,1.11028089269479e-09
"Mecom",358.285806820408,-3.42838043876164,0.503716011151298,-6.80617721665369,1.00226240104917e-11,1.15519754872005e-09
"Hspa12b",88.0527225796259,-2.26819771299641,0.333493596580541,-6.80132313259762,1.03662612044872e-11,1.18627050540778e-09
"Cemip",7048.98534540433,-2.06917111748834,0.304829761004,-6.78795636841113,1.13733032656403e-11,1.29228150084272e-09
"Fem1b",1898.0682233026,0.544449090027637,0.0803577212701007,6.7753176847514,1.24133189241562e-11,1.40051959495709e-09
"Stxbp2",1202.69171925729,0.892556861770432,0.132053087496448,6.7590760556389,1.38874484848909e-11,1.55587980542963e-09
"Loxl2",18230.1033068047,-1.66239568256714,0.246068784712338,-6.75581701478524,1.42032584405135e-11,1.58021113524629e-09
"Kirrel3",87.6122286415827,-2.83302055208824,0.420683963317281,-6.73432029533193,1.6469801582357e-11,1.8197426975927e-09
"Shisa4",628.417384367692,-0.94171104224473,0.139891667137105,-6.73171648831502,1.67673117990299e-11,1.83992535844012e-09
"Tle6",83.4002540755936,-1.98409674610173,0.294800077502248,-6.73031283747405,1.69298691372965e-11,1.84512539760971e-09
"Sbsn",331.884055371483,2.09403982355637,0.311474983644326,6.72297915888988,1.78046058741946e-11,1.92734858588157e-09
"H2-T23",919.27367669639,2.19088429957008,0.326484714114892,6.71052641931375,1.93923530385039e-11,2.08513347671054e-09
"Col6a3",738.617520816656,-3.90592097490329,0.582277736535905,-6.70800329433932,1.97305478792426e-11,2.10735405048898e-09
"Ptprk",1476.79098088504,-0.872693839834854,0.130134405805113,-6.70609616600385,1.99900012529204e-11,2.12092589452343e-09
"Mmp8",260.052258311464,3.86007510475713,0.576096906311522,6.70039200430945,2.07861171081053e-11,2.19088409334839e-09
"Txnrd3",230.371754249699,-1.12986212277429,0.168683581149403,-6.69811557873895,2.11124261902116e-11,2.21073320257111e-09
"Ets1",958.371284466862,-1.30787333118885,0.195486620976161,-6.69034701535067,2.22642004400223e-11,2.31619970941297e-09
"Cgnl1",3523.78690804331,-1.96639667434657,0.293977247115272,-6.68894172471628,2.24790217579554e-11,2.32346069409164e-09
